,topic_id,filename,header,section_text,Document,Question,Answer
0,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Hoe kan ik een afspraak voor een echografie op armen en benen (spieren en gewrichten) afzeggen?,U kunt uw afspraak voor een echografie op armen en benen (spieren en gewrichten) afzeggen door contact op te nemen met de afdeling radiologie via telefoonnummer 088 708 37 00. Zorg ervoor dat u zo snel mogelijk contact opneemt om te voorkomen dat de onderzoekstijd verloren gaat.
1,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Welk telefoonnummer moet ik bellen om mijn afspraak voor een echografie op armen en benen (spieren en gewrichten) af te zeggen?,U kunt uw afspraak afzeggen door contact op te nemen met de afdeling radiologie via telefoonnummer 088 708 37 00.
2,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Wat moet ik doen als ik mijn afspraak voor een echografie op armen en benen (spieren en gewrichten) niet kan nakomen?,"Als u om wat voor reden dan ook uw afspraak niet kunt nakomen, verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00."
3,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Waar kan ik terecht als ik mijn afspraak voor een echografie op armen en benen (spieren en gewrichten) niet kan nakomen?,"Als u uw afspraak voor een echografie op armen en benen (spieren en gewrichten) niet kunt nakomen, kunt u contact opnemen met de afdeling radiologie via telefoonnummer 088 708 37 00."
4,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Hoe kan ik voorkomen dat de onderzoekstijd verloren gaat als ik mijn afspraak voor een echografie op armen en benen (spieren en gewrichten) niet kan nakomen?,"Om te voorkomen dat de onderzoekstijd verloren gaat als u uw afspraak voor een echografie op armen en benen (spieren en gewrichten) niet kunt nakomen, verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00."
5,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Wat is het onderzoek dat wordt afgezegd?,"Het onderzoek dat wordt afgezegd is Echografie, armen & benen (spieren & gewrichten)."
6,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Wat is het telefoonnummer om de afspraak af te zeggen?,Het telefoonnummer om de afspraak af te zeggen is 088 708 37 00.
7,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Wie moet ik bellen om de afspraak af te zeggen?,U moet de afdeling radiologie bellen via telefoonnummer 088 708 37 00 om de afspraak af te zeggen.
8,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Wat zijn de gevolgen als ik de afspraak niet op tijd afzeg?,"Als u de afspraak niet op tijd afzegt, kan dit leiden tot verloren tijd voor het onderzoek."
9,0.0,"Echografie, armen _ benen (spieren & gewrichten)",Afzeggen van het onderzoek,"Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.","0.0: Echografie, armen _ benen (spieren & gewrichten): Afzeggen van het onderzoek: Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie via telefoonnummer 088 708 37 00, zodat de onderzoek tijd niet verloren gaat.",Welke informatie moet ik verstrekken bij het afzeggen van de afspraak?,Bij het afzeggen van de afspraak moet u zo snel mogelijk de reden van afzegging doorgeven aan de afdeling radiologie via telefoonnummer 088 708 37 00.
